"id","code","name","definition"
hc_base.subs_code_720121003,"720121003","Jamestown Canyon virus IgG","Immunoglobulin G antibody to Jamestown Canyon virus (substance)"
hc_base.subs_code_720122005,"720122005","Jamestown Canyon virus IgM","Immunoglobulin M antibody to Jamestown Canyon virus (substance)"
hc_base.subs_code_709952003,"709952003","JC virus Ab","Antibody to JC virus (substance)"
hc_base.subs_code_709955001,"709955001","Nairobi sheep disease virus Ab","Antibody to Nairobi sheep disease virus (substance)"
hc_base.subs_code_709958004,"709958004","Papova virus SV40 Ab","Antibody to Papova virus SV40 (substance)"
hc_base.subs_code_709959007,"709959007","Parainfluenza virus Ab","Antibody to Parainfluenza virus (substance)"
hc_base.subs_code_709961003,"709961003","Porcine adenovirus Ab","Antibody to Porcine adenovirus (substance)"
hc_base.subs_code_709962005,"709962005","Porcine respiratory coronavirus Ab","Antibody to Porcine respiratory coronavirus (substance)"
hc_base.subs_code_709963000,"709963000","Powassan virus Ab","Antibody to Powassan virus (substance)"
hc_base.subs_code_720273008,"720273008","Powassan virus IgG","Immunoglobulin G antibody to Powassan virus (substance)"
hc_base.subs_code_720274002,"720274002","Powassan virus IgM","Immunoglobulin M antibody to Powassan virus (substance)"
hc_base.subs_code_709965007,"709965007","Rift valley fever virus Ab","Antibody to Rift valley fever virus (substance)"
hc_base.subs_code_720284001,"720284001","Rift valley fever virus IgG","Immunoglobulin G antibody to Rift valley fever virus (substance)"
hc_base.subs_code_720285000,"720285000","Rift valley fever virus IgM","Immunoglobulin M antibody to Rift valley fever virus (substance)"
hc_base.subs_code_709967004,"709967004","Ross river virus Ab","Antibody to Ross river virus (substance)"
hc_base.subs_code_720286004,"720286004","Ross river virus IgG","Immunoglobulin G antibody to Ross river virus (substance)"
hc_base.subs_code_720287008,"720287008","Ross river virus IgM","Immunoglobulin M antibody to Ross river virus (substance)"
hc_base.subs_code_709968009,"709968009","Semliki forest virus Ab","Antibody to Semliki forest virus (substance)"
hc_base.subs_code_709904008,"709904008","Severe acute respiratory syndrome coronavirus Ab","Antibody to Severe acute respiratory syndrome coronavirus (substance) aka SARS coronavirus Urbani Ab, severe acute respiratory syndrome coronavirus urbani antibody"
hc_base.subs_code_709905009,"709905009","Severe acute respiratory syndrome coronavirus urbani Ab","Antibody to Severe acute respiratory syndrome coronavirus urbani (substance) aka SARS coronavirus Urbani Ab"
hc_base.subs_code_720293000,"720293000","Immunoglobulin G antibody to SARS coronavirus","Immunoglobulin G antibody to severe acute respiratory syndrome-related coronavirus (substance) aka SARS coronavirus IgG"
hc_base.subs_code_720294006,"720294006","Immunoglobulin M antibody to SARS coronavirus","Immunoglobulin M antibody to severe acute respiratory syndrome-related coronavirus (substance)"
hc_base.subs_code_720296008,"720296008","Sindbis virus Ab","Antibody to Sindbis virus (substance)"
hc_base.subs_code_709969001,"709969001","Snowshoe hare virus Ab","Antibody to Snowshoe hare virus (substance)"
hc_base.subs_code_720297004,"720297004","Snowshoe hare virus IgG","Immunoglobulin G antibody to Snowshoe hare virus (substance)"
hc_base.subs_code_720298009,"720298009","Snowshoe hare virus IgM","Immunoglobulin M antibody to Snowshoe hare virus (substance)"
hc_base.subs_code_709974009,"709974009","Trivittatus virus Ab","Antibody to Trivittatus virus (substance)"
hc_base.subs_code_709970000,"709970000","Vesicular stomatitis Alagoas virus Ab","Antibody to Vesicular stomatitis Alagoas virus (substance)"
hc_base.subs_code_709971001,"709971001","Vesicular stomatitis Indiana virus Ab","Antibody to Vesicular stomatitis Indiana virus (substance)"
hc_base.subs_code_709972008,"709972008","Vesicular stomatitis New Jersey virus Ab","Antibody to Vesicular stomatitis New Jersey virus (substance)"
hc_base.subs_code_709973003,"709973003","Vesicular stomatitis virus Ab","Antibody to Vesicular stomatitis virus (substance)"
hc_base.subs_code_372155001,"372155001","Avian encephalomyelitis virus antibody","Avian encephalomyelitis virus antibody (substance)"
hc_base.subs_code_372157009,"372157009","Avian infectious bronchitis virus Ark-99","Avian infectious bronchitis virus Ark-99 (substance)"
hc_base.subs_code_372159007,"372159007","Avian infectious bronchitis virus Conn-42 antibody","Avian infectious bronchitis virus Conn-42 antibody (substance)"
hc_base.subs_code_372160002,"372160002","Avian infectious bronchitis virus Mass-41 antibody","Avian infectious bronchitis virus Mass-41 antibody (substance)"
hc_base.subs_code_444011002,"444011002","Avian orthoreovirus antibody","Avian orthoreovirus antibody (substance)"
hc_base.subs_code_444318003,"444318003","Avian paramyxovirus 2 antibody","Avian paramyxovirus 2 antibody (substance)"
hc_base.subs_code_444314001,"444314001","Avian paramyxovirus 3 antibody","Avian paramyxovirus 3 antibody (substance)"
hc_base.subs_code_444184001,"444184001","Barmah Forest virus antibody","Barmah Forest virus antibody (substance)"
hc_base.subs_code_710372001,"710372001","Barmah forest virus IgG","Immunoglobulin G antibody to Barmah forest virus (substance)"
hc_base.subs_code_710591000,"710591000","Barmah forest virus IgM","Immunoglobulin M antibody to Barmah forest virus (substance)"
hc_base.subs_code_121243003,"121243003","Bluetongue virus antibody","Bluetongue virus antibody (substance)"
hc_base.subs_code_444202006,"444202006","Bovine herpesvirus 1 antibody","Bovine herpesvirus 1 antibody (substance)"
hc_base.subs_code_444103009,"444103009","Bovine leukemia virus antibody","Bovine leukemia virus antibody (substance)"
hc_base.subs_code_443794005,"443794005","Bunyaviridae antibody","Bunyaviridae antibody (substance)"
hc_base.subs_code_372162005,"372162005","Cache valley virus antibody","Cache valley virus antibody (substance)"
hc_base.subs_code_372163000,"372163000","California encephalitis virus antibody","California encephalitis virus antibody (substance)"
hc_base.subs_code_444186004,"444186004","Caprine arthritis encephalitis virus antibody","Caprine arthritis encephalitis virus antibody (substance)"
hc_base.subs_code_444139003,"444139003","Chicken anemia virus antibody","Chicken anemia virus antibody (substance)"
hc_base.subs_code_444038009,"444038009","Chikungunya virus antibody","Chikungunya virus antibody (substance)"
hc_base.subs_code_710402003,"710402003","Chikungunya virus IgG","Immunoglobulin G antibody to Chikungunya virus (substance)"
hc_base.subs_code_710616003,"710616003","Chikungunya virus IgM","Immunoglobulin M antibody to Chikungunya virus (substance)"
hc_base.subs_code_120773004,"120773004","Colorado tick fever virus antibody","Colorado tick fever virus antibody (substance)"
hc_base.subs_code_710416008,"710416008","Colorado tick fever virus IgG","Immunoglobulin G antibody to Colorado tick fever virus (substance)"
hc_base.subs_code_710628006,"710628006","Colorado tick fever virus IgM","Immunoglobulin M antibody to Colorado tick fever virus (substance)"
hc_base.subs_code_120814005,"120814005","Coronavirus antibody","Coronavirus antibody (substance)"
hc_base.subs_code_720087004,"720087004","Avian infectious bronchitis virus Ark-99 Ab","Antibody to Avian infectious bronchitis virus Ark-99 (substance)"
hc_base.subs_code_720088009,"720088009","Avian infectious bronchitis virus JMK","Antibody to Avian Infectious bronchitis virus JMK (substance)"
hc_base.subs_code_720062006,"720062006","Human coronavirus 229E IgG","Immunoglobulin G antibody to Human coronavirus 229E (substance)"
hc_base.subs_code_720063001,"720063001","Human coronavirus NL63 IgG","Immunoglobulin G antibody to Human coronavirus NL63 (substance)"
hc_base.subs_code_720064007,"720064007","Human coronavirus OC43 IgG","Immunoglobulin G antibody to Human coronavirus OC43 (substance)"
hc_base.subs_code_120941004,"120941004","Cytomegalovirus antibody","Cytomegalovirus antibody (substance)"
hc_base.subs_code_708089006,"708089006","Cytomegalovirus IgA","Cytomegalovirus immunoglobulin M antibody (substance)"
hc_base.subs_code_710426001,"710426001","Cytomegalovirus IgG","Immunoglobulin A antibody to Cytomegalovirus (substance)"
hc_base.subs_code_444067005,"444067005","Cytomegalovirus IgM antibody","Immunoglobulin G antibody to Cytomegalovirus (substance)"
hc_base.subs_code_120734004,"120734004","Dengue virus antibody","Dengue virus antibody (substance)"
hc_base.subs_code_409680005,"409680005","Anti-dengue IgM antibody","Anti-dengue immunoglobulin M antibody (substance)"
hc_base.subs_code_120872001,"120872001","Dengue virus, type 1 antibody","Dengue virus, type 1 antibody (substance)"
hc_base.subs_code_120873006,"120873006","Dengue virus, type 2 antibody","Dengue virus, type 2 antibody (substance)"
hc_base.subs_code_120874000,"120874000","Dengue virus, type 3 antibody","Dengue virus, type 3 antibody (substance)"
hc_base.subs_code_120879005,"120879005","Dengue virus, type 4 antibody","Dengue virus, type 4 antibody (substance)"
hc_base.subs_code_120825001,"120825001","Eastern equine encephalitis virus antibody","Eastern equine encephalitis virus antibody (substance)"
hc_base.subs_code_710428000,"710428000","Eastern equine encephalitis virus IgG","Immunoglobulin G antibody to Eastern equine encephalitis virus (substance)"
hc_base.subs_code_710636002,"710636002","Eastern equine encephalitis virus IgM","Immunoglobulin M antibody to Eastern equine encephalitis virus (substance)"
hc_base.subs_code_120878002,"120878002","Ebolavirus antibody","Ebolavirus antibody (substance)"
hc_base.subs_code_404246001,"404246001","Enterovirus antibody","Enterovirus antibody (substance)"
hc_base.subs_code_709827004,"709827004","Swine vesicular disease virus Ab","Antibody to Swine vesicular disease virus (substance)"
hc_base.subs_code_720235009,"720235009","Enterovirus IgG","Immunoglobulin G antibody to Enterovirus (substance)"
hc_base.subs_code_710641005,"710641005","Enterovirus IgM","Immunoglobulin M antibody to Enterovirus (substance)"
hc_base.subs_code_372250001,"372250001","Epizootic hemorrhagic disease virus antibody","Epizootic hemorrhagic disease virus antibody (substance)"
hc_base.subs_code_444183007,"444183007","Equid herpesvirus 1 antibody","Equid herpesvirus 1 antibody (substance)"
hc_base.subs_code_444641001,"444641001","Fowlpox virus antibody","Fowlpox virus antibody (substance)"
hc_base.subs_code_372161003,"372161003","Gallid herpesvirus 1 antibody","Gallid herpesvirus 1 antibody (substance)"
hc_base.subs_code_120684001,"120684001","Hantavirus antibody","Hantavirus antibody (substance)"
hc_base.subs_code_709796009,"709796009","Sin Nombre virus Ab","Antibody to Sin Nombre virus (substance)"
hc_base.subs_code_720119008,"720119008","Sin Nombre virus IgG","Immunoglobulin G antibody to Sin Nombre virus (substance)"
hc_base.subs_code_720120002,"720120002","Sin Nombre virus IgM","Immunoglobulin M antibody to Sin Nombre virus (substance)"
hc_base.subs_code_120685000,"120685000","Hantaan virus antibody","Hantaan virus antibody (substance)"
hc_base.subs_code_710445005,"710445005","Hantaan virus IgG","Immunoglobulin G antibody to Hantaan virus (substance)"
hc_base.subs_code_710649007,"710649007","Hantaan virus IgM","Immunoglobulin M antibody to Hantaan virus (substance)"
hc_base.subs_code_710444009,"710444009","Hantavirus IgG","Immunoglobulin G antibody to Hantavirus (substance)"
hc_base.subs_code_710446006,"710446006","Puumala virus IgG","Immunoglobulin G antibody to Puumala virus (substance)"
hc_base.subs_code_720116001,"720116001","Saaremaa virus IgG","Immunoglobulin G antibody to Saaremaa virus (substance)"
hc_base.subs_code_720118000,"720118000","Seoul virus IgG","Immunoglobulin G antibody to Seoul virus (substance)"
hc_base.subs_code_710648004,"710648004","Hantavirus IgM","Immunoglobulin M antibody to Hantavirus (substance)"
hc_base.subs_code_710650007,"710650007","Puumala virus IgM","Immunoglobulin M antibody to Puumala virus (substance)"
hc_base.subs_code_720138004,"720138004","Saaremaa virus IgM","Immunoglobulin M antibody to Saaremaa virus (substance)"
hc_base.subs_code_120695007,"120695007","Puumala virus antibody","Puumala virus antibody (substance)"
hc_base.subs_code_259854003,"259854003","Hemorrhagic fever virus antibody","Hemorrhagic fever virus antibody (substance)"
hc_base.subs_code_443792009,"443792009","Hendra virus antibody","Hendra virus antibody (substance)"
hc_base.subs_code_106188001,"106188001","Hepatitis antibody","Hepatitis antibody (substance)"
hc_base.subs_code_32609007,"32609007","Antibody to hepatitis A virus","Antibody to hepatitis A virus (substance)"
hc_base.subs_code_710448007,"710448007","Hepatitis A virus IgG","Hepatitis A virus immunoglobulin M antibody (substance)"
hc_base.subs_code_703485007,"703485007","Hepatitis A virus IgM antibody","Immunoglobulin G antibody to Hepatitis A virus (substance)"
hc_base.subs_code_122450004,"122450004","Antibody to hepatitis B virus","Antibody to hepatitis B virus (substance)"
hc_base.subs_code_82409003,"82409003","Antibody to hepatitis B core antigen","Antibody to hepatitis B core antigen (substance)"
hc_base.subs_code_76128005,"76128005","Antibody to hepatitis B core antigen, IgG type","Antibody to hepatitis B core antigen, immunoglobulin G type (substance)"
hc_base.subs_code_11447000,"11447000","Antibody to hepatitis B core antigen, IgM type","Antibody to hepatitis B core antigen, immunoglobulin M type (substance)"
hc_base.subs_code_82645009,"82645009","Antibody to hepatitis B surface antigen","Antibody to hepatitis B surface antigen (substance)"
hc_base.subs_code_710450004,"710450004","Hepatitis B virus surface IgG","Immunoglobulin G antibody to Hepatitis B virus surface (substance)"
hc_base.subs_code_17627009,"17627009","Antibody to hepatitis Be antigen","Antibody to hepatitis Be antigen (substance)"
hc_base.subs_code_710449004,"710449004","Hepatitis Be virus IgG","Immunoglobulin G antibody to Hepatitis Be virus (substance)"
hc_base.subs_code_72165005,"72165005","Antibody to hepatitis C virus","Antibody to hepatitis C virus (substance)"
hc_base.subs_code_720107000,"720107000","Hepatitis C virus C1 Ab","Antibody to Hepatitis C virus C1 (substance)"
hc_base.subs_code_720108005,"720108005","Hepatitis C virus C2 Ab","Antibody to Hepatitis C virus C2 (substance)"
hc_base.subs_code_709831005,"709831005","Hepatitis C virus E2 Ab","Antibody to Hepatitis C virus E2 (substance)"
hc_base.subs_code_709832003,"709832003","Hepatitis C virus NS3 Ab","Antibody to Hepatitis C virus NS3 (substance)"
