"id","code","name","definition"
hc_base.subs_code_116929002,"116929002","Streptococcus pneumoniae serogroup 19 antibody","Streptococcus pneumoniae serogroup 19 antibody (substance) aka streptococcus pneumoniae 19 antibody"
hc_base.subs_code_116930007,"116930007","Streptococcus pneumoniae serogroup 23 antibody","Streptococcus pneumoniae serogroup 23 antibody (substance)"
hc_base.subs_code_116877001,"116877001","Streptococcus pneumoniae serogroup 7 antibody","Streptococcus pneumoniae serogroup 7 antibody (substance)"
hc_base.subs_code_444049003,"444049003","Streptococcus pneumoniae serogroup 9 antibody","Streptococcus pneumoniae serogroup 9 antibody (substance)"
hc_base.subs_code_116878006,"116878006","Streptococcus pneumoniae serotype 1 antibody","Streptococcus pneumoniae serotype 1 antibody (substance)"
hc_base.subs_code_116879003,"116879003","Streptococcus pneumoniae serotype 12F antibody","Streptococcus pneumoniae serotype 12F antibody (substance)"
hc_base.subs_code_120679007,"120679007","Streptococcus pneumoniae serotype 14 antibody","Streptococcus pneumoniae serotype 14 antibody (substance)"
hc_base.subs_code_116927000,"116927000","Streptococcus pneumoniae serotype 18C antibody","Streptococcus pneumoniae serotype 18C antibody (substance)"
hc_base.subs_code_444142009,"444142009","Streptococcus pneumoniae serotype 18F antibody","Streptococcus pneumoniae serotype 18F antibody (substance)"
hc_base.subs_code_116880000,"116880000","Streptococcus pneumoniae serotype 19F antibody","Streptococcus pneumoniae serotype 19F antibody (substance)"
hc_base.subs_code_116888007,"116888007","Streptococcus pneumoniae serotype 23F antibody","Streptococcus pneumoniae serotype 23F antibody (substance)"
hc_base.subs_code_116870004,"116870004","Streptococcus pneumoniae serotype 3 antibody","Streptococcus pneumoniae serotype 3 antibody (substance)"
hc_base.subs_code_116889004,"116889004","Streptococcus pneumoniae serotype 4 antibody","Streptococcus pneumoniae serotype 4 antibody (substance)"
hc_base.subs_code_116931006,"116931006","Streptococcus pneumoniae serotype 51 antibody","Streptococcus pneumoniae serotype 51 antibody (substance)"
hc_base.subs_code_116876005,"116876005","Streptococcus pneumoniae serotype 56 antibody","Streptococcus pneumoniae serotype 56 antibody (substance)"
hc_base.subs_code_116933009,"116933009","Streptococcus pneumoniae serotype 6B antibody","Streptococcus pneumoniae serotype 6B antibody (substance)"
hc_base.subs_code_120683007,"120683007","Streptococcus pneumoniae serotype 7F antibody","Streptococcus pneumoniae serotype 7F antibody (substance)"
hc_base.subs_code_116890008,"116890008","Streptococcus pneumoniae serotype 8 antibody","Streptococcus pneumoniae serotype 8 antibody (substance)"
hc_base.subs_code_120880008,"120880008","Streptococcus pneumoniae serotype 9N antibody","Streptococcus pneumoniae serotype 9N antibody (substance)"
hc_base.subs_code_259847009,"259847009","Streptococcus pneumoniae polysaccharide antibody","Streptococcus pneumoniae polysaccharide antibody (substance)"
hc_base.subs_code_259848004,"259848004","Streptococcus pyogenes antibody","Streptococcus pyogenes antibody (substance)"
hc_base.subs_code_259849007,"259849007","Anti-DNAse B antibody","Anti-deoxyribonuclease B antibody (substance)"
hc_base.subs_code_78460003,"78460003","Antistreptolysin O","Antistreptolysin O (substance)"
hc_base.subs_code_116875009,"116875009","Streptococcus pyogenes enzyme antibody","Streptococcus pyogenes enzyme antibody (substance)"
hc_base.subs_code_120797008,"120797008","Streptokinase antibody","Streptokinase antibody (substance)"
hc_base.subs_code_259851006,"259851006","Viridans streptococcus antibody","Viridans streptococcus antibody (substance)"
hc_base.subs_code_120782005,"120782005","Thermoactinomyces species antibody","Thermoactinomyces species antibody (substance)"
hc_base.subs_code_710539000,"710539000","Thermoactinomyces IgG","Immunoglobulin G antibody to Thermoactinomyces (substance)"
hc_base.subs_code_710540003,"710540003","Thermoactinomyces vulgaris IgG","Immunoglobulin G antibody to Thermoactinomyces vulgaris (substance) aka anti-thermoactinomyces vulgaris IgG"
hc_base.subs_code_120802002,"120802002","Thermoactinomyces vulgaris antibody","Thermoactinomyces vulgaris antibody (substance)"
hc_base.subs_code_120803007,"120803007","Thermoactinomyces sacchari antibody","Thermoactinomyces sacchari antibody (substance)"
hc_base.subs_code_120722007,"120722007","Treponema species antibody","Treponema species antibody (substance)"
hc_base.subs_code_120723002,"120723002","Treponema pallidum antibody","Treponema pallidum antibody (substance)"
hc_base.subs_code_710543001,"710543001","Treponema pallidum IgG","Immunoglobulin G antibody to Treponema pallidum (substance)"
hc_base.subs_code_710700007,"710700007","Treponema pallidum IgM","Immunoglobulin M antibody to Treponema pallidum (substance)"
hc_base.subs_code_120791009,"120791009","Vibrio species antibody","Vibrio species antibody (substance)"
hc_base.subs_code_120792002,"120792002","Vibrio cholerae antibody","Vibrio cholerae antibody (substance)"
hc_base.subs_code_120676000,"120676000","Yersinia species antibody","Yersinia species antibody (substance)"
hc_base.subs_code_708753005,"708753005","Yersinia species IgA","Immunoglobulin A antibody to Yersinia species (substance)"
hc_base.subs_code_710552005,"710552005","Yersinia IgG","Immunoglobulin G antibody to Yersinia (substance)"
hc_base.subs_code_710551003,"710551003","Yersinia enterocolitica IgG","Immunoglobulin G antibody to Yersinia enterocolitica (substance)"
hc_base.subs_code_710711004,"710711004","Yersinia IgM","Immunoglobulin M antibody to Yersinia (substance)"
hc_base.subs_code_120649000,"120649000","Yersinia enterocolitica antibody","Immunoglobulin M antibody to Yersinia enterocolitica (substance)"
hc_base.subs_code_120790005,"120790005","Yersinia pseudotuberculosis antibody","Yersinia enterocolitica antibody (substance)"
hc_base.subs_code_259852004,"259852004","Yersinia pestis antibody","Yersinia pestis antibody (substance)"
hc_base.subs_code_708752000,"708752000","Yersinia enterocolitica IgA","Immunoglobulin A antibody to Yersinia enterocolitica (substance)"
hc_base.subs_code_710710003,"710710003","Yersinia enterocolitica IgM","Immunoglobulin M antibody to Yersinia enterocolitica (substance)"
hc_base.subs_code_120783000,"120783000","Yersinia enterocolitica type O:3 antibody","Yersinia enterocolitica type O:3 antibody (substance)"
hc_base.subs_code_120913003,"120913003","Yersinia enterocolitica type O:5 antibody","Yersinia enterocolitica type O:5 antibody (substance)"
hc_base.subs_code_120786008,"120786008","Yersinia enterocolitica type O:8 antibody","Yersinia enterocolitica type O:8 antibody (substance)"
hc_base.subs_code_120789001,"120789001","Yersinia enterocolitica type O:9 antibody","Yersinia enterocolitica type O:9 antibody (substance)"
hc_base.subs_code_709829001,"709829001","Yersinia enterocolitica O5,27 Ab","Antibody to Yersinia enterocolitica O5,27 (substance)"
hc_base.subs_code_18659000,"18659000","Anti fungal antibody","Anti fungal antibody (substance)"
hc_base.subs_code_120901008,"120901008","Actinomycetes species antibody","Actinomycetes species antibody (substance)"
hc_base.subs_code_709871000,"709871000","Absidia corymbifera Ab","Antibody to Absidia corymbifera (substance)"
hc_base.subs_code_709865006,"709865006","Alternaria alternata Ab","Antibody to Alternaria alternata (substance)"
hc_base.subs_code_709793001,"709793001","Cryptostroma corticale Ab","Antibody to Cryptostroma corticale (substance)"
hc_base.subs_code_709866007,"709866007","Rhizomucor pusillus Ab","Antibody to Rhizomucor pusillus (substance)"
hc_base.subs_code_709867003,"709867003","Rhizopus arrhizus Ab","Antibody to Rhizopus arrhizus (substance)"
hc_base.subs_code_709868008,"709868008","Trichoderma viride Ab","Antibody to Trichoderma viride (substance)"
hc_base.subs_code_720319004,"720319004","Trichoderma viride IgG","Immunoglobulin G antibody to Trichoderma viride (substance)"
hc_base.subs_code_120657002,"120657002","Aspergillus species antibody","Aspergillus species antibody (substance)"
hc_base.subs_code_709775002,"709775002","Aspergillus clavatus Ab","Antibody to Aspergillus clavatus (substance)"
hc_base.subs_code_709776001,"709776001","Aspergillus nidulans Ab","Antibody to Aspergillus nidulans (substance)"
hc_base.subs_code_709777005,"709777005","Aspergillus terreus Ab","Antibody to Aspergillus terreus (substance)"
hc_base.subs_code_120885003,"120885003","Aspergillus flavus antibody","Aspergillus flavus antibody (substance)"
hc_base.subs_code_710366001,"710366001","Aspergillus flavus IgG","Immunoglobulin G antibody to Aspergillus flavus (substance)"
hc_base.subs_code_120881007,"120881007","Aspergillus fumigatus antibody","Aspergillus fumigatus antibody (substance)"
hc_base.subs_code_116942002,"116942002","Aspergillus fumigatus serotype 1 antibody","Aspergillus fumigatus serotype 1 antibody (substance)"
hc_base.subs_code_116899009,"116899009","Aspergillus fumigatus serotype 3 antibody","Aspergillus fumigatus serotype 3 antibody (substance)"
hc_base.subs_code_116943007,"116943007","Aspergillus fumigatus serotype 6 antibody","Aspergillus fumigatus serotype 6 antibody (substance)"
hc_base.subs_code_710588000,"710588000","Aspergillus fumigatus IgM","Immunoglobulin M antibody to Aspergillus fumigatus (substance)"
hc_base.subs_code_120883005,"120883005","Aspergillus glaucus antibody","Aspergillus glaucus antibody (substance)"
hc_base.subs_code_120887006,"120887006","Aspergillus niger antibody","Aspergillus niger antibody (substance)"
hc_base.subs_code_710367005,"710367005","Aspergillus niger IgG","Immunoglobulin G antibody to Aspergillus niger (substance)"
hc_base.subs_code_710368000,"710368000","Aspergillus IgG","Immunoglobulin G antibody to Aspergillus (substance)"
hc_base.subs_code_710589008,"710589008","Aspergillus IgM","Immunoglobulin M antibody to Aspergillus (substance)"
hc_base.subs_code_120926004,"120926004","Aureobasidium pullulans antibody","Aureobasidium pullulans antibody (substance)"
hc_base.subs_code_710369008,"710369008","Aureobasidium pullulans IgG","Immunoglobulin G antibody to Aureobasidium pullulans (substance)"
hc_base.subs_code_120750007,"120750007","Blastomyces species antibody","Blastomyces species antibody (substance)"
hc_base.subs_code_120749007,"120749007","Blastomyces dermatitidis antibody","Blastomyces dermatitidis antibody (substance)"
hc_base.subs_code_710376003,"710376003","Blastomyces dermatitidis IgG","Immunoglobulin G antibody to Blastomyces dermatitidis (substance)"
hc_base.subs_code_710595009,"710595009","Blastomyces dermatitidis IgM","Immunoglobulin M antibody to Blastomyces dermatitidis (substance)"
hc_base.subs_code_120669005,"120669005","Candida species antibody","Candida species antibody (substance)"
hc_base.subs_code_120905004,"120905004","Candida albicans antibody","Candida albicans antibody (substance)"
hc_base.subs_code_710398007,"710398007","Candida albicans IgG","Immunoglobulin G antibody to Candida albicans (substance)"
hc_base.subs_code_710612001,"710612001","Candida albicans IgM","Immunoglobulin M antibody to Candida albicans (substance)"
hc_base.subs_code_710399004,"710399004","Candida IgG","Immunoglobulin G antibody to Candida (substance)"
hc_base.subs_code_120673008,"120673008","Coccidioides species antibody","Coccidioides species antibody (substance)"
hc_base.subs_code_120659004,"120659004","Coccidioides immitis antibody","Coccidioides immitis antibody (substance)"
hc_base.subs_code_708098009,"708098009","Coccidioides species IgA","Immunoglobulin A antibody to Coccidioides immitis (substance)"
hc_base.subs_code_710415007,"710415007","Coccidioides IgG","Immunoglobulin G antibody to Coccidioides immitis (substance)"
hc_base.subs_code_710627001,"710627001","Coccidioides IgM","Immunoglobulin M antibody to Coccidioides immitis (substance)"
hc_base.subs_code_120826000,"120826000","Cryptococcus species antibody","Cryptococcus species antibody (substance)"
hc_base.subs_code_120827009,"120827009","Cryptococcus neoformans antibody","Cryptococcus neoformans antibody (substance)"
hc_base.subs_code_120667007,"120667007","Histoplasma species antibody","Histoplasma species antibody (substance)"
hc_base.subs_code_120666003,"120666003","Histoplasma capsulatum antibody","Histoplasma capsulatum antibody (substance)"
hc_base.subs_code_709798005,"709798005","Histoplasma capsulatum H Ab","Antibody to Histoplasma capsulatum H (substance)"
hc_base.subs_code_710658000,"710658000","Histoplasma capsulatum IgM","Antibody to Histoplasma capsulatum M (substance)"
hc_base.subs_code_709797000,"709797000","Histoplasma capsulatum var. farciminosum Ab","Antibody to Histoplasma capsulatum variant farciminosum (substance)"
hc_base.subs_code_120764007,"120764007","Histoplasma capsulatum mycelial antibody","Histoplasma capsulatum mycelial antibody (substance)"
hc_base.subs_code_120960006,"120960006","Histoplasma capsulatum yeast antibody","Histoplasma capsulatum yeast antibody (substance)"
hc_base.subs_code_708759009,"708759009","Histoplasma capsulatum IgA","Immunoglobulin A antibody to Histoplasma capsulatum (substance)"
hc_base.subs_code_708774006,"708774006","Histoplasma capsulatum IgE","Immunoglobulin E antibody to Histoplasma capsulatum (substance)"
hc_base.subs_code_710458006,"710458006","Histoplasma capsulatum IgG","Immunoglobulin G antibody to Histoplasma capsulatum (substance)"
hc_base.subs_code_709799002,"709799002","Histoplasma capsulatum M Ab","Immunoglobulin M antibody to Histoplasma capsulatum (substance)"
hc_base.subs_code_719965000,"719965000","Alternaria IgG","Immunoglobulin G antibody to Alternaria (substance)"
hc_base.subs_code_20215008,"20215008","Cladosporium IgG","Immunoglobulin G antibody to Cladosporium (substance)"
hc_base.subs_code_720269005,"720269005","Phoma herbarum IgG","Immunoglobulin G antibody to Phoma herbarum (substance)"
hc_base.subs_code_720275001,"720275001","Pseudallescheria boydii IgG","Immunoglobulin G antibody to Pseudallescheria boydii (substance)"
hc_base.subs_code_720295007,"720295007","Satratoxin IgM","Immunoglobulin M antibody to Satratoxin (substance)"
hc_base.subs_code_120832005,"120832005","Mucor species antibody","Mucor species antibody (substance)"
hc_base.subs_code_120836008,"120836008","Paracoccidioides species antibody","Paracoccidioides species antibody (substance)"
hc_base.subs_code_120837004,"120837004","Paracoccidioides brasiliensis antibody","Paracoccidioides brasiliensis antibody (substance)"
hc_base.subs_code_120851004,"120851004","Penicillium species antibody","Penicillium species antibody (substance)"
hc_base.subs_code_709817005,"709817005","Penicillium notatum Ab","Antibody to Penicillium notatum (substance)"
hc_base.subs_code_720268002,"720268002","Penicillium notatum IgG","Immunoglobulin G antibody to Penicillium notatum (substance)"
hc_base.subs_code_120852006,"120852006","Penicillium roqueforti antibody","Penicillium roqueforti antibody (substance)"
hc_base.subs_code_120775006,"120775006","Sporothrix species antibody","Sporothrix species antibody (substance)"
hc_base.subs_code_120776007,"120776007","Sporothrix schenkii antibody","Sporothrix schenkii antibody (substance)"
hc_base.subs_code_708766005,"708766005","Sporothrix schenckii IgA","Immunoglobulin A antibody to Sporothrix schenckii (substance)"
hc_base.subs_code_710518007,"710518007","Sporothrix schenckii IgG","Immunoglobulin G antibody to Sporothrix schenckii (substance)"
hc_base.subs_code_710696004,"710696004","Sporothrix schenckii IgM","Immunoglobulin M antibody to Sporothrix schenckii (substance)"
hc_base.subs_code_79769009,"79769009","Anti parasitic antibody","Anti parasitic antibody (substance)"
hc_base.subs_code_259859008,"259859008","Amebic antibody","Amebic antibody (substance)"
hc_base.subs_code_120899004,"120899004","Ancylostoma species antibody","Acanthamoeba species antibody (substance)"
hc_base.subs_code_120668002,"120668002","Entamoeba species antibody","Entamoeba species antibody (substance)"
hc_base.subs_code_120759008,"120759008","Entamoeba histolytica antibody","Entamoeba histolytica antibody (substance)"
hc_base.subs_code_259860003,"259860003","Free-living ameba antibody","Free-living ameba antibody (substance)"
hc_base.subs_code_259861004,"259861004","Naegleria antibody","Naegleria antibody (substance)"
hc_base.subs_code_120895005,"120895005","Naegleria fowleri antibody","Naegleria fowleri antibody (substance)"
hc_base.subs_code_709883003,"709883003","Angiostrongylus cantonensis Ab","Antibody to Angiostrongylus cantonensis (substance)"
hc_base.subs_code_709884009,"709884009","Angiostrongylus costaricensis Ab","Antibody to Angiostrongylus costaricensis (substance)"
hc_base.subs_code_709885005,"709885005","Dirofilaria immitis Ab","Antibody to Dirofilaria immitis (substance)"
hc_base.subs_code_709886006,"709886006","Encephalitozoon cuniculi Ab","Antibody to Encephalitozoon cuniculi (substance)"
hc_base.subs_code_709882008,"709882008","Gnathostoma Ab","Antibody to Gnathostoma (substance)"
hc_base.subs_code_709887002,"709887002","Leishmania chagasi K39 Ab","Antibody to Leishmania chagasi K39 (substance)"
hc_base.subs_code_709893005,"709893005","Toxocara cati Ab","Antibody to Toxocara cati (substance)"
hc_base.subs_code_709892000,"709892000","Tritrichomonas foetus Ab","Antibody to Tritrichomonas foetus (substance)"
hc_base.subs_code_709888007,"709888007","Trypanosoma brucei gambiense Ab","Antibody to Trypanosoma brucei gambiense (substance)"
hc_base.subs_code_709889004,"709889004","Trypanosoma brucei rhodesiense Ab","Antibody to Trypanosoma brucei rhodesiense (substance)"
hc_base.subs_code_259862006,"259862006","Ascaris antibody","Ascaris antibody (substance)"
hc_base.subs_code_120944007,"120944007","Ascaris lumbricoides antibody","Ascaris lumbricoides antibody (substance)"
hc_base.subs_code_710364003,"710364003","Ascaris lumbricoides IgG","Immunoglobulin G antibody to Ascaris lumbricoides (substance)"
hc_base.subs_code_719969006,"719969006","Ascaris lumbricoides adult IgG","Immunoglobulin G antibody to Ascaris lumbricoides adult (substance)"
hc_base.subs_code_719970007,"719970007","Ascaris lumbricoides larva IgG","Immunoglobulin G antibody to Ascaris lumbricoides larva (substance)"
hc_base.subs_code_710586001,"710586001","Ascaris lumbricoides IgM","Immunoglobulin M antibody to Ascaris lumbricoides (substance)"
hc_base.subs_code_117161006,"117161006","Immunoglobulin G (IgG) antibody","Antibody, immunoglobulin G class (substance)"
hc_base.subs_code_710365002,"710365002","Ascaris IgG","Immunoglobulin G antibody to Ascaris (substance)"
hc_base.subs_code_710587005,"710587005","Ascaris IgM","Immunoglobulin M antibody to Ascaris (substance)"
hc_base.subs_code_120760003,"120760003","Babesia species antibody","Babesia species antibody (substance)"
hc_base.subs_code_709693008,"709693008","Babesia bovis Ab","Antibody to Babesia bovis (substance)"
hc_base.subs_code_709695001,"709695001","Babesia divergens Ab","Antibody to Babesia divergens (substance)"
hc_base.subs_code_709696000,"709696000","Babesia duncani Ab","Antibody to Babesia duncani (substance)"
hc_base.subs_code_444088001,"444088001","Babesia caballi antibody","Babesia caballi antibody (substance)"
hc_base.subs_code_120820006,"120820006","Babesia microti antibody","Babesia microti antibody (substance)"
hc_base.subs_code_710371008,"710371008","Babesia IgG","Immunoglobulin G antibody to Babesia (substance)"
hc_base.subs_code_710370009,"710370009","Babesia microti IgG","Immunoglobulin G antibody to Babesia microti (substance)"
hc_base.subs_code_710590004,"710590004","Babesia microti IgM","Immunoglobulin M antibody to Babesia microti (substance)"
hc_base.subs_code_120948005,"120948005","Brugia malayi antibody","Brugia malayi antibody (substance)"
hc_base.subs_code_259864007,"259864007","Clonorchis antibody","Clonorchis antibody (substance)"
hc_base.subs_code_120955007,"120955007","Cryptosporidium species antibody","Cryptosporidium species antibody (substance)"
hc_base.subs_code_120655005,"120655005","Cysticercus antibody","Cysticercus antibody (substance)"
hc_base.subs_code_120816007,"120816007","Echinococcus species antibody","Echinococcus species antibody (substance)"
hc_base.subs_code_443795006,"443795006","Echinococcus granulosus antibody","Echinococcus granulosus antibody (substance)"
hc_base.subs_code_710429008,"710429008","Echinococcus granulosus IgG","Immunoglobulin G antibody to Echinococcus granulosus (substance)"
hc_base.subs_code_710430003,"710430003","Echinococcus IgG","Immunoglobulin G antibody to Echinococcus (substance)"
hc_base.subs_code_710637006,"710637006","Echinococcus IgM","Immunoglobulin M antibody to Echinococcus (substance)"
hc_base.subs_code_120785007,"120785007","Fasciola species antibody","Fasciola species antibody (substance)"
hc_base.subs_code_120787004,"120787004","Fasciola hepatica antibody","Fasciola hepatica antibody (substance)"
hc_base.subs_code_710438005,"710438005","Fasciola IgG","Immunoglobulin G antibody to Fasciola (substance)"
hc_base.subs_code_120779000,"120779000","Filaria antibody","Filaria antibody (substance)"
hc_base.subs_code_710439002,"710439002","Filaria IgG","Immunoglobulin G antibody to Filaria (substance)"
hc_base.subs_code_720012001,"720012001","Filaria IgG1","Immunoglobulin G1 antibody to Filaria (substance)"
hc_base.subs_code_720247003,"720247003","Filaria IgG2","Immunoglobulin G2 antibody to Filaria (substance)"
hc_base.subs_code_720248008,"720248008","Filaria IgG3","Immunoglobulin G3 antibody to Filaria (substance)"
hc_base.subs_code_720249000,"720249000","Filaria IgG4","Immunoglobulin G4 antibody to Filaria (substance)"
hc_base.subs_code_710645001,"710645001","Filaria IgM","Immunoglobulin M antibody to Filaria (substance)"
hc_base.subs_code_259865008,"259865008","Giardia antibody","Giardia antibody (substance)"
hc_base.subs_code_120728006,"120728006","Giardia lamblia antibody","Giardia lamblia antibody (substance)"
hc_base.subs_code_372251002,"372251002","Helminth antibody","Helminth antibody (substance)"
hc_base.subs_code_120765008,"120765008","Leishmania species antibody","Leishmania species antibody (substance)"
hc_base.subs_code_720078008,"720078008","Leishmania IgG","Immunoglobulin G antibody to Leishmania (substance)"
hc_base.subs_code_120769002,"120769002","Leishmania braziliensis antibody","Leishmania braziliensis antibody (substance)"
hc_base.subs_code_120766009,"120766009","Leishmania donovani antibody","Leishmania donovani antibody (substance)"
hc_base.subs_code_120768005,"120768005","Leishmania mexicana antibody","Leishmania mexicana antibody (substance)"
hc_base.subs_code_120772009,"120772009","Leishmania tropica antibody","Leishmania tropica antibody (substance)"
hc_base.subs_code_720079000,"720079000","Leishmania IgM","Immunoglobulin M antibody to Leishmania (substance)"
hc_base.subs_code_720073004,"720073004","Leishmania braziliensis IgM","Immunoglobulin M antibody to Leishmania braziliensis (substance)"
hc_base.subs_code_720075006,"720075006","Leishmania donovani IgM","Immunoglobulin M antibody to Leishmania donovani (substance)"
hc_base.subs_code_722737005,"722737005","Leishmania mexicana IgM","Immunoglobulin M antibody to Leishmania mexicana (substance)"
hc_base.subs_code_720136000,"720136000","Leishmania tropica IgM","Immunoglobulin M antibody to Leishmania tropica (substance)"
hc_base.subs_code_259866009,"259866009","Malaria antibody","Malaria antibody (substance)"
hc_base.subs_code_117217008,"117217008","Neospora caninum antibody","Neospora caninum antibody (substance)"
hc_base.subs_code_120835007,"120835007","Onchocerca species antibody","Onchocerca species antibody (substance)"
hc_base.subs_code_710486003,"710486003","Onchocerca IgG","Immunoglobulin G antibody to Onchocerca (substance)"
hc_base.subs_code_720199009,"720199009","Onchocerca IgG2","Immunoglobulin G2 antibody to Onchocerca (substance)"
hc_base.subs_code_720201006,"720201006","Onchocerca IgG3","Immunoglobulin G3 antibody to Onchocerca (substance)"
hc_base.subs_code_720202004,"720202004","Onchocerca IgG4","Immunoglobulin G4 antibody to Onchocerca (substance)"
hc_base.subs_code_120838009,"120838009","Paragonimus species antibody","Paragonimus species antibody (substance)"
hc_base.subs_code_120745001,"120745001","Plasmodium species antibody","Plasmodium species antibody (substance)"
hc_base.subs_code_710496007,"710496007","Plasmodium IgG","Immunoglobulin G antibody to Plasmodium (substance)"
hc_base.subs_code_710493004,"710493004","Plasmodium falciparum IgG","Immunoglobulin G antibody to Plasmodium falciparum (substance)"
hc_base.subs_code_710494005,"710494005","Plasmodium malariae IgG","Immunoglobulin G antibody to Plasmodium malariae (substance)"
hc_base.subs_code_710495006,"710495006","Plasmodium ovale IgG","Immunoglobulin G antibody to Plasmodium ovale (substance)"
hc_base.subs_code_710498008,"710498008","Plasmodium vivax IgG","Immunoglobulin G antibody to Plasmodium vivax (substance)"
hc_base.subs_code_120853001,"120853001","Plasmodium falciparum antibody","Plasmodium falciparum antibody (substance)"
hc_base.subs_code_120746000,"120746000","Plasmodium malariae antibody","Plasmodium malariae antibody (substance)"
hc_base.subs_code_120893003,"120893003","Plasmodium ovale antibody","Plasmodium ovale antibody (substance)"
hc_base.subs_code_120854007,"120854007","Plasmodium vivax antibody","Plasmodium vivax antibody (substance)"
hc_base.subs_code_259867000,"259867000","Pneumocystis antibody","Pneumocystis antibody (substance)"
hc_base.subs_code_444016007,"444016007","Sarcocystis neurona antibody","Sarcocystis neurona antibody (substance)"
hc_base.subs_code_120670006,"120670006","Schistosoma species antibody","Schistosoma species antibody (substance)"
hc_base.subs_code_120884004,"120884004","Strongyloides species antibody","Strongyloides species antibody (substance)"
hc_base.subs_code_120798003,"120798003","Taenia species antibody","Taenia species antibody (substance)"
hc_base.subs_code_449851001,"449851001","Theileria equi antibody","Theileria equi antibody (substance)"
hc_base.subs_code_259868005,"259868005","Toxocara antibody","Toxocara antibody (substance)"
hc_base.subs_code_415738004,"415738004","Toxoplasma antibody","Toxoplasma antibody (substance)"
hc_base.subs_code_120724008,"120724008","Trichinella species antibody","Trichinella species antibody (substance)"
hc_base.subs_code_444047001,"444047001","Trichomonas vaginalis antibody","Trichomonas vaginalis antibody (substance)"
hc_base.subs_code_120770001,"120770001","Trypanosoma species antibody","Trypanosoma species antibody (substance)"
hc_base.subs_code_120900009,"120900009","Wuchereria bancrofti antibody","Wuchereria bancrofti antibody (substance)"
hc_base.subs_code_372150006,"372150006","Anaplasma species antibody","Anaplasma species antibody (substance)"
hc_base.subs_code_120846005,"120846005","Orientia tsutsugamushi antibody","Orientia tsutsugamushi antibody (substance)"
hc_base.subs_code_444140001,"444140001","Spotted fever group rickettsia antibody","Spotted fever group rickettsia antibody (substance)"
hc_base.subs_code_444048006,"444048006","Typhus group rickettsia antibody","Typhus group rickettsia antibody (substance)"
hc_base.subs_code_77767001,"77767001","Anti viral antibody","Anti viral antibody (substance)"
hc_base.subs_code_120726005,"120726005","Adenovirus antibody","Adenovirus antibody (substance)"
hc_base.subs_code_121247002,"121247002","Alcelaphine herpesvirus 1 antibody","Alcelaphine herpesvirus 1 antibody (substance)"
hc_base.subs_code_444105002,"444105002","Anatid herpesvirus 1 antibody","Anatid herpesvirus 1 antibody (substance)"
hc_base.subs_code_409690002,"409690002","Anti-dengue IgG antibody","Anti-dengue immunoglobulin G antibody (substance)"
hc_base.subs_code_709909003,"709909003","Aino virus Ab","Antibody to Aino virus (substance)"
hc_base.subs_code_719966004,"719966004","Arbovirus Ab","Antibody to Arbovirus (substance)"
hc_base.subs_code_709897006,"709897006","Avian metapneumovirus Ab","Antibody to Avian metapneumovirus (substance)"
hc_base.subs_code_709898001,"709898001","Avian metapneumovirus type A Ab","Antibody to Avian metapneumovirus type A (substance)"
hc_base.subs_code_709899009,"709899009","Avian metapneumovirus type B Ab","Antibody to Avian metapneumovirus type B (substance)"
hc_base.subs_code_709900004,"709900004","Avian metapneumovirus type C Ab","Antibody to Avian metapneumovirus type C (substance)"
hc_base.subs_code_709912000,"709912000","Avian paramyxovirus 6 Ab","Antibody to Avian paramyxovirus 6 (substance)"
hc_base.subs_code_709913005,"709913005","Avian paramyxovirus 7 Ab","Antibody to Avian paramyxovirus 7 (substance)"
hc_base.subs_code_709914004,"709914004","Avian paramyxovirus 8 Ab","Antibody to Avian paramyxovirus 8 (substance)"
hc_base.subs_code_709915003,"709915003","Avian paramyxovirus 9 Ab","Antibody to Avian paramyxovirus 9 (substance)"
hc_base.subs_code_709916002,"709916002","Banzi virus Ab","Antibody to Banzi virus (substance)"
hc_base.subs_code_709917006,"709917006","Bebaru virus Ab","Antibody to Bebaru virus (substance)"
hc_base.subs_code_709918001,"709918001","BK virus Ab","Antibody to BK virus (substance)"
hc_base.subs_code_720146003,"720146003","BK virus IgG","Immunoglobulin G antibody to BK virus (substance)"
hc_base.subs_code_709920003,"709920003","Borna disease virus Ab","Antibody to Borna disease virus (substance)"
hc_base.subs_code_709930007,"709930007","Encephalomyocarditis virus Ab","Antibody to Encephalomyocarditis virus (substance)"
hc_base.subs_code_709931006,"709931006","Ephemeral fever virus Ab","Antibody to Ephemeral fever virus (substance)"
hc_base.subs_code_720240001,"720240001","European tick-borne encephalitis virus Ab","Antibody to European tick-borne encephalitis virus (substance)"
hc_base.subs_code_709945000,"709945000","Filovirus Ab","Antibody to Filovirus (substance)"
hc_base.subs_code_709946004,"709946004","Foot and mouth disease virus Ab","Antibody to Foot and mouth disease virus (substance)"
hc_base.subs_code_709948003,"709948003","Getah virus Ab","Antibody to Getah virus (substance)"
hc_base.subs_code_709976006,"709976006","Hepatitis G virus E2 Ab","Antibody to Hepatitis G virus E2 (substance)"
hc_base.subs_code_709950006,"709950006","Highlands J virus Ab","Antibody to Highlands J virus (substance)"
hc_base.subs_code_709951005,"709951005","Jamestown canyon virus Ab","Antibody to Jamestown canyon virus (substance)"
